Hashing,Substrings with same first and last characters,Easy,159,No,https://practice.geeksforgeeks.org/problems/substrings-with-similar-first-and-last-characters3644/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Hash&sortBy=submissions
Hashing,Largest subarray with 0 sum,Easy,159,No,https://practice.geeksforgeeks.org/problems/largest-subarray-with-0-sum/1?page=1&difficulty%5B%5D=0&category%5B%5D=Hash&sortBy=submissions
Hashing,Count distinct elements in every window,Easy,159,No,https://practice.geeksforgeeks.org/problems/count-distinct-elements-in-every-window/1?page=1&difficulty%5B%5D=0&category%5B%5D=Hash&sortBy=submissions
Hashing,Largest subarray of 0's and 1's,Easy,159,No,https://practice.geeksforgeeks.org/problems/largest-subarray-of-0s-and-1s/1?page=1&difficulty%5B%5D=0&category%5B%5D=Hash&sortBy=submissions
Hashing,Longest consecutive subsequence,Medium,160,No,https://practice.geeksforgeeks.org/problems/longest-consecutive-subsequence2449/1?page=1&difficulty%5B%5D=1&category%5B%5D=Hash&sortBy=submissions
Hashing,Colorful Number,Medium,160,No,https://www.interviewbit.com/problems/colorful-number/
Hashing,Subarray with B odd numbers,Medium,160,No,https://www.interviewbit.com/problems/subarray-with-b-odd-numbers/
Hashing,An Increment Problem,Medium,161,No,https://www.interviewbit.com/problems/an-increment-problem/
Hashing,Substring Concatenation,Medium,161,No,https://www.interviewbit.com/problems/substring-concatenation/
Hashing,Copy List,Medium,161,No,https://www.interviewbit.com/problems/copy-list/
Hashing,Triplet Sum in Array,Medium,162,No,https://practice.geeksforgeeks.org/problems/triplet-sum-in-array-1587115621/1?page=1&difficulty%5B%5D=1&category%5B%5D=Hash&sortBy=submissions
Hashing,Nuts and Bolts Problem,Medium,162,No,https://practice.geeksforgeeks.org/problems/nuts-and-bolts-problem0431/1?page=1&difficulty%5B%5D=1&category%5B%5D=Hash&sortBy=submissions
Hashing,Subarrays with equal 1s and 0s,Medium,162,No,https://practice.geeksforgeeks.org/problems/count-subarrays-with-equal-number-of-1s-and-0s-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Hash&sortBy=submissions
Hashing,Longest subarray with sum divisible by K,Medium,163,No,https://practice.geeksforgeeks.org/problems/longest-subarray-with-sum-divisible-by-k1259/1?page=1&difficulty%5B%5D=1&category%5B%5D=Hash&sortBy=submissions
Hashing,"Equal 0, 1 and 2",Medium,163,No,https://practice.geeksforgeeks.org/problems/equal-0-1-and-23208/1?page=2&difficulty%5B%5D=1&category%5B%5D=Hash&sortBy=submissions
Hashing,Points on the Straight Line,Hard,163,No,https://www.interviewbit.com/problems/points-on-the-straight-line/
Hashing,Fraction,Hard,164,No,https://www.interviewbit.com/problems/fraction/
Hashing,Window String,Hard,164,No,https://www.interviewbit.com/problems/window-string/
Hashing,4 Sum,Hard,164,No,https://www.interviewbit.com/problems/4-sum/
Hashing,Two out of Three,Hard,165,No,https://www.interviewbit.com/problems/two-out-of-three/
Hashing,Joey doesn't share food,Hard,165,No,https://practice.geeksforgeeks.org/problems/joey-doesnt-share-food5712/1?page=1&difficulty%5B%5D=2&category%5B%5D=Hash&sortBy=submissions
,,,,,#VALUE!
Graphs,BFS of graph,Easy,166,No,https://practice.geeksforgeeks.org/problems/bfs-traversal-of-graph/1?page=1&difficulty%5B%5D=0&category%5B%5D=Graph&sortBy=submissions
Graphs,DFS of Graph,Easy,166,No,https://practice.geeksforgeeks.org/problems/depth-first-traversal-for-a-graph/1?page=1&difficulty%5B%5D=0&category%5B%5D=Graph&sortBy=submissions
Graphs,Shortest path from 1 to n,Easy,166,No,https://practice.geeksforgeeks.org/problems/shortest-path-from-1-to-n0156/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Graph&sortBy=submissions
Graphs,Print adjacency list,Easy,166,No,https://practice.geeksforgeeks.org/problems/print-adjacency-list-1587115620/1?page=1&difficulty%5B%5D=0&category%5B%5D=Graph&sortBy=submissions
Graphs,Maximum Weight Node,Easy,167,No,https://practice.geeksforgeeks.org/problems/b64485d3994958cca8748991bb58668204b3e4c0/1?page=1&difficulty%5B%5D=0&category%5B%5D=Graph&sortBy=submissions
Graphs,Union-Find,Easy,167,No,https://practice.geeksforgeeks.org/problems/union-find/1?page=1&difficulty%5B%5D=0&category%5B%5D=Graph&sortBy=submissions
Graphs,Eulerian Path in an Undirected Graph,Easy,167,No,https://practice.geeksforgeeks.org/problems/eulerian-path-in-an-undirected-graph5052/1?page=1&difficulty%5B%5D=0&category%5B%5D=Graph&sortBy=submissions
Graphs,Find the Town Judge,Easy,167,No,https://leetcode.com/problems/find-the-town-judge
Graphs,Find Center of Star Graph,Easy,168,No,https://leetcode.com/problems/find-center-of-star-graph
Graphs,Path with good nodes!,Easy,168,No,https://www.interviewbit.com/problems/path-with-good-nodes/
Graphs,Largest Distance between nodes of a Tree,Easy,168,No,https://www.interviewbit.com/problems/largest-distance-between-nodes-of-a-tree/
Graphs,Two teams?,Easy,168,No,https://www.interviewbit.com/problems/two-teams/
Graphs,Region in BinaryMatrix,Easy,169,No,https://www.interviewbit.com/problems/region-in-binarymatrix/
Graphs,Level Order,Easy,169,No,https://www.interviewbit.com/problems/level-order/
Graphs,Black Shapes,Easy,169,No,https://www.interviewbit.com/problems/black-shapes/
Graphs,Detect cycle in an undirected graph,Medium,169,No,https://practice.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Detect cycle in a directed graph,Medium,170,No,https://practice.geeksforgeeks.org/problems/detect-cycle-in-a-directed-graph/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Topological sort,Medium,170,No,https://practice.geeksforgeeks.org/problems/topological-sort/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Bipartite Graph,Medium,170,No,https://practice.geeksforgeeks.org/problems/bipartite-graph/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Implementing Dijkstra Algorithm,Medium,171,No,https://practice.geeksforgeeks.org/problems/implementing-dijkstra-set-1-adjacency-matrix/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Minimum Spanning Tree(Kruksal and Prims),Medium,171,No,https://practice.geeksforgeeks.org/problems/minimum-spanning-tree/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Strongly Connected Components (Kosaraju's Algo),Medium,171,No,https://practice.geeksforgeeks.org/problems/strongly-connected-components-kosarajus-algo/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Distance from the Source (Bellman-Ford Algorithm),Medium,172,No,https://practice.geeksforgeeks.org/problems/distance-from-the-source-bellman-ford-algorithm/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Euler circuit and Path,Medium,172,No,https://practice.geeksforgeeks.org/problems/euler-circuit-and-path/1?page=3&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Rotten Oranges,Medium,172,No,https://practice.geeksforgeeks.org/problems/rotten-oranges2536/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Steps by Knight,Medium,173,No,https://practice.geeksforgeeks.org/problems/steps-by-knight5927/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Flood fill Algorithm,Medium,173,No,https://practice.geeksforgeeks.org/problems/flood-fill-algorithm1856/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Find the number of islands,Medium,173,No,https://practice.geeksforgeeks.org/problems/find-the-number-of-islands/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Shortest Source to Destination Path,Medium,174,No,https://practice.geeksforgeeks.org/problems/shortest-source-to-destination-path3544/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Unit Area of largest region of 1's,Medium,174,No,https://practice.geeksforgeeks.org/problems/length-of-largest-region-of-1s-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Negative weight cycle,Medium,174,No,https://practice.geeksforgeeks.org/problems/negative-weight-cycle3504/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Circle of strings,Medium,175,No,https://practice.geeksforgeeks.org/problems/circle-of-strings4530/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Number of Provinces,Medium,175,No,https://practice.geeksforgeeks.org/problems/number-of-provinces/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Knight Walk,Medium,175,No,https://practice.geeksforgeeks.org/problems/knight-walk4521/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Bridge edge in a graph,Medium,176,No,https://practice.geeksforgeeks.org/problems/bridge-edge-in-graph/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Hamiltonian Path,Medium,176,No,https://practice.geeksforgeeks.org/problems/hamiltonian-path2522/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Replace O's with X's,Medium,176,No,https://practice.geeksforgeeks.org/problems/replace-os-with-xs0052/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Shortest path in Directed Acyclic Graph,Medium,177,No,https://practice.geeksforgeeks.org/problems/shortest-path-in-undirected-graph/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Word Search,Medium,177,No,https://practice.geeksforgeeks.org/problems/word-search/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Course Schedule,Medium,177,No,https://practice.geeksforgeeks.org/problems/course-schedule/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Maximum Bipartite Matching,Medium,178,No,https://practice.geeksforgeeks.org/problems/9a88fe7ada1c49c2b3da7a67b43875e4a76aface/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Number of Ways to Arrive at Destination,Medium,178,No,https://practice.geeksforgeeks.org/problems/number-of-ways-to-arrive-at-destination/1?page=3&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Water Connection Problem,Medium,178,No,https://practice.geeksforgeeks.org/problems/water-connection-problem5822/1?page=3&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Covid Spread,Medium,179,No,https://practice.geeksforgeeks.org/problems/269f61832b146dd5e6d89b4ca18cbd2a2654ebbe/1?page=3&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Euler Circuit in an Undirected Graph,Medium,179,No,https://practice.geeksforgeeks.org/problems/euler-circuit-in-a-directed-graph/1?page=3&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Maximum Bipartite Matching,Medium,179,No,https://practice.geeksforgeeks.org/problems/maximum-bipartite-matching/1?page=4&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Water Flow,Medium,180,No,https://www.interviewbit.com/problems/water-flow/
Graphs,Possible paths between 2 vertices,Medium,180,No,https://practice.geeksforgeeks.org/problems/possible-paths-between-2-vertices-1587115620/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,X Total Shapes,Medium,180,No,https://practice.geeksforgeeks.org/problems/x-total-shapes3617/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Prerequisite Tasks,Medium,181,No,https://practice.geeksforgeeks.org/problems/prerequisite-tasks/1?page=2&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Find whether path exist,Medium,181,No,https://practice.geeksforgeeks.org/problems/find-whether-path-exist5238/1?page=1&difficulty%5B%5D=1&category%5B%5D=Graph&sortBy=submissions
Graphs,Strongly connected component (Tarjans's Algo),Hard,181,No,https://practice.geeksforgeeks.org/problems/strongly-connected-component-tarjanss-algo-1587115621/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Alien Dictionary,Hard,182,No,https://practice.geeksforgeeks.org/problems/alien-dictionary/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Minimum Cost Path,Hard,182,No,https://practice.geeksforgeeks.org/problems/minimum-cost-path3833/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Articulation Point - I,Hard,183,No,https://practice.geeksforgeeks.org/problems/articulation-point-1/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Word Ladder I,Hard,183,No,https://www.interviewbit.com/problems/word-ladder-i/
Graphs,Largest Sum Cycle,Hard,184,No,https://practice.geeksforgeeks.org/problems/51afa710a708c0681748445b509696dd588d5c40/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Shortest Path Using Atmost One Curved Edge,Hard,184,No,https://practice.geeksforgeeks.org/problems/e7d81a082cda6bd1e959d943197aa3bc21b88bdb/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Word Ladder II,Hard,185,No,https://www.interviewbit.com/problems/word-ladder-ii/
Graphs,Assignment Problem,Hard,185,No,https://practice.geeksforgeeks.org/problems/assignment-problem3016/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Articulation Point - II,Hard,186,No,https://practice.geeksforgeeks.org/problems/articulation-point2616/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Critical Connections,Hard,186,No,https://practice.geeksforgeeks.org/problems/critical-connections/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
Graphs,Find number of closed islands,Hard,187,No,https://practice.geeksforgeeks.org/problems/find-number-of-closed-islands/1?page=1&difficulty%5B%5D=2&category%5B%5D=Graph&sortBy=submissions
,,,,,#VALUE!
Dynamic Programming,Print first n Fibonacci Numbers,Easy,188,No,https://practice.geeksforgeeks.org/problems/print-first-n-fibonacci-numbers1002/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count numbers containing 4,Easy,188,No,https://practice.geeksforgeeks.org/problems/count-numbers-containing-43022/1?page=1&difficulty%5B%5D=-1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Nth Fibonacci Number,Easy,188,No,https://practice.geeksforgeeks.org/problems/nth-fibonacci-number1335/1?page=1&difficulty%5B%5D=0&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Stock buy and sell,Easy,188,No,https://practice.geeksforgeeks.org/problems/stock-buy-and-sell-1587115621/1?page=1&difficulty%5B%5D=0&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count number of hops,Easy,189,No,https://practice.geeksforgeeks.org/problems/count-number-of-hops-1587115620/1?page=1&difficulty%5B%5D=0&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Coin ChangeProblem,Medium,189,No,https://practice.geeksforgeeks.org/problems/coin-change2448/1
Dynamic Programming,Number of Coins,Medium,189,No,https://practice.geeksforgeeks.org/problems/number-of-coins1824/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,0-1 Knapsack,Medium,190,No,https://www.interviewbit.com/problems/0-1-knapsack/
Dynamic Programming,Tushar's Birthday Party,Medium,190,No,https://www.interviewbit.com/problems/tushars-birthday-party/
Dynamic Programming,Matrix Chain Multiplication,Medium,190,No,https://www.geeksforgeeks.org/matrix-chain-multiplication-dp-8/
Dynamic Programming,Program for nth Catalan Number,Medium,191,No,https://www.geeksforgeeks.org/program-nth-catalan-number/
Dynamic Programming,Kadane's Algorithm,Medium,191,No,https://practice.geeksforgeeks.org/problems/kadanes-algorithm-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Common Subsequence,Medium,191,No,https://practice.geeksforgeeks.org/problems/longest-common-subsequence-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Increasing Subsequence,Medium,192,No,https://practice.geeksforgeeks.org/problems/longest-increasing-subsequence-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Common Substring,Medium,192,No,https://practice.geeksforgeeks.org/problems/longest-common-substring1452/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Repeating Subsequence,Medium,192,No,https://practice.geeksforgeeks.org/problems/longest-repeating-subsequence2004/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Palindromic Subsequence,Medium,193,No,https://practice.geeksforgeeks.org/problems/longest-palindromic-subsequence-1612327878/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Arithmetic Progression,Medium,193,No,https://practice.geeksforgeeks.org/problems/longest-arithmetic-progression1019/1?page=4&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Bitonic subsequence,Medium,193,No,https://practice.geeksforgeeks.org/problems/longest-bitonic-subsequence0824/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Common Increasing Subsequence,Medium,194,No,https://practice.geeksforgeeks.org/problems/longest-common-increasing-subsequence1437/1?page=5&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Subset Sum Problem,Medium,194,No,https://practice.geeksforgeeks.org/problems/subset-sum-problem-1611555638/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count Palindromic Subsequences,Medium,194,No,https://practice.geeksforgeeks.org/problems/count-palindromic-subsequences/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest Palindrome in a String,Medium,195,No,https://practice.geeksforgeeks.org/problems/longest-palindrome-in-a-string3411/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Egg Dropping Puzzle,Medium,195,No,https://practice.geeksforgeeks.org/problems/egg-dropping-puzzle-1587115620/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Floyd Warshall,Medium,195,No,https://practice.geeksforgeeks.org/problems/implementing-floyd-warshall2042/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Word Break,Medium,196,No,https://www.interviewbit.com/problems/word-break/
Dynamic Programming,Palindrome Partitioning II,Medium,196,No,https://www.interviewbit.com/problems/palindrome-partitioning-ii/
Dynamic Programming,Shortest Common Supersequence,Medium,196,No,https://practice.geeksforgeeks.org/problems/shortest-common-supersequence0322/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,LCS of three strings,Medium,197,No,https://practice.geeksforgeeks.org/problems/lcs-of-three-strings0028/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Box Stacking,Medium,197,No,https://practice.geeksforgeeks.org/problems/box-stacking/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count of Subarrays,Medium,197,No,https://practice.geeksforgeeks.org/problems/count-of-subarrays5922/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Longest alternating subsequence,Medium,198,No,https://practice.geeksforgeeks.org/problems/longest-alternating-subsequence5951/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count Cyclic Paths,Medium,198,No,https://practice.geeksforgeeks.org/problems/aa0000a5f710ce8d41366b714341eef644ec7b82/1?page=4&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Ways to sum to N,Medium,198,No,https://practice.geeksforgeeks.org/problems/ways-to-sum-to-n5759/1?page=5&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximum Sum Subsequence of length k,Medium,199,No,https://practice.geeksforgeeks.org/problems/maximum-sum-subsequence-of-length-k3053/1?page=6&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Find length of longest subsequence,Medium,199,No,https://practice.geeksforgeeks.org/problems/find-length-of-longest-subsequence4905/1?page=6&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Number of palindromic strings,Medium,199,No,https://practice.geeksforgeeks.org/problems/number-of-palindromic-strings2706/1?page=6&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Palindromic Strings,Medium,200,No,https://practice.geeksforgeeks.org/problems/palindromic-strings2555/1?page=7&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Trapping Rain Water,Medium,200,No,https://practice.geeksforgeeks.org/problems/trapping-rain-water-1587115621/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximum Product Subarray,Medium,200,No,https://practice.geeksforgeeks.org/problems/maximum-product-subarray3604/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,nCr,Medium,201,No,https://practice.geeksforgeeks.org/problems/ncr1019/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximize The Cut Segments,Medium,201,No,https://practice.geeksforgeeks.org/problems/cutted-segments1642/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Edit Distance,Medium,201,No,https://practice.geeksforgeeks.org/problems/edit-distance3702/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Partition Equal Subset Sum,Medium,202,No,https://practice.geeksforgeeks.org/problems/subset-sum-problem2014/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Count ways to reach the n'th stair,Medium,202,No,https://practice.geeksforgeeks.org/problems/count-ways-to-reach-the-nth-stair-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Stickler Thief,Medium,202,No,https://practice.geeksforgeeks.org/problems/stickler-theif-1587115621/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Job Sequencing Problem,Medium,203,No,https://practice.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Perfect Sum Problem,Medium,203,No,https://practice.geeksforgeeks.org/problems/perfect-sum-problem5633/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximum sum increasing subsequence,Medium,203,No,https://practice.geeksforgeeks.org/problems/maximum-sum-increasing-subsequence4749/1?page=1&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Max length chain,Medium,204,No,https://practice.geeksforgeeks.org/problems/max-length-chain/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximum path sum in matrix,Medium,204,No,https://practice.geeksforgeeks.org/problems/path-in-matrix3805/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Regular Expression Match,Medium,204,No,https://www.interviewbit.com/problems/regular-expression-match/
Dynamic Programming,Smallest sequence with given Primes,Medium,205,No,https://www.interviewbit.com/problems/smallest-sequence-with-given-primes/
Dynamic Programming,Wildcard Pattern Matching,Medium,205,No,https://practice.geeksforgeeks.org/problems/wildcard-pattern-matching/1?page=3&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Tiling With Dominoes,Medium,205,No,https://www.interviewbit.com/problems/tiling-with-dominoes/
Dynamic Programming,Paint House!,Medium,206,No,https://www.interviewbit.com/problems/paint-house/
Dynamic Programming,Intersecting Chords in a Circle,Medium,206,No,https://www.interviewbit.com/problems/intersecting-chords-in-a-circle/
Dynamic Programming,N digit numbers with digit sum S,Medium,206,No,https://www.interviewbit.com/problems/n-digit-numbers-with-digit-sum-s-/
Dynamic Programming,Kth Manhattan Distance Neighbourhood,Medium,207,No,https://www.interviewbit.com/problems/kth-manhattan-distance-neighbourhood/
Dynamic Programming,Best Time to Buy and Sell Stock atmost B times,Medium,207,No,https://www.interviewbit.com/problems/best-time-to-buy-and-sell-stock-atmost-b-times/
Dynamic Programming,Best Time to Buy and Sell Stocks III,Medium,207,No,https://www.interviewbit.com/problems/best-time-to-buy-and-sell-stocks-iii/
Dynamic Programming,Longest valid Parentheses,Medium,208,No,https://www.interviewbit.com/problems/longest-valid-parentheses/
Dynamic Programming,Rod Cutting,Medium,208,No,https://www.interviewbit.com/problems/rod-cutting/
Dynamic Programming,Max Rectangle in Binary Matrix,Medium,208,No,https://www.interviewbit.com/problems/max-rectangle-in-binary-matrix/
Dynamic Programming,Maximum Size Square Sub-matrix,Medium,209,No,https://www.interviewbit.com/problems/maximum-size-square-sub-matrix/
Dynamic Programming,Maximum Path in Triangle,Medium,209,No,https://www.interviewbit.com/problems/maximum-path-in-triangle/
Dynamic Programming,Min Sum Path in Matrix,Medium,209,No,https://www.interviewbit.com/problems/min-sum-path-in-matrix/
Dynamic Programming,Coin Sum Infinite,Medium,210,No,https://www.interviewbit.com/problems/coin-sum-infinite/
Dynamic Programming,Arrange II,Medium,210,No,https://www.interviewbit.com/problems/arrange-ii/
Dynamic Programming,Interleaved Strings,Medium,210,No,https://practice.geeksforgeeks.org/problems/interleaved-strings/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Consecutive 1's not allowed,Medium,211,No,https://practice.geeksforgeeks.org/problems/consecutive-1s-not-allowed1912/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Unique BST's,Medium,211,No,https://practice.geeksforgeeks.org/problems/unique-bsts-1587115621/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Minimum number of Coins,Medium,211,No,https://practice.geeksforgeeks.org/problems/-minimum-number-of-coins4426/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
Dynamic Programming,Maximum Tip Calculator,Medium,212,No,https://practice.geeksforgeeks.org/problems/maximum-tip-calculator2631/1?page=2&difficulty%5B%5D=1&category%5B%5D=Dynamic%20Programming&sortBy=submissions
